customer_id,segment,age,risk_score,tenure_months,churn_label
C008227,business,49,10.85,146,0
C008228,affluent,64,66.64,7,0
C008229,private,71,30.49,220,0
C008230,mass,30,67.09,191,0
C008231,affluent,48,45.8,214,0
C008232,affluent,53,7.68,226,0
C008233,mass,45,34.33,88,0
C008234,mass,20,70.7,150,0
C008235,private,73,34.67,103,0
C008236,affluent,37,94.61,145,0
C008237,affluent,51,95.93,194,0
C008238,mass,18,92.37,149,0
C008239,affluent,68,45.97,107,0
C008240,mass,38,67.14,105,0
C008241,mass,52,4.16,240,0
C008242,mass,26,2.91,220,1
C008243,business,38,55.06,141,0
C008244,mass,18,75.84,148,1
C008245,mass,48,42.86,57,0
C008246,mass,30,64.69,58,0
C008247,mass,32,98.69,97,0
C008248,mass,47,64.06,149,0
C008249,mass,43,65.94,84,1
C008250,mass,30,58.9,126,0
C008251,mass,43,81.87,52,0
C008252,mass,34,72.58,2,1
C008253,mass,39,27.05,109,0
C008254,private,66,74.63,62,0
C008255,affluent,50,51.75,129,1
C008256,mass,28,33.05,25,0
C008257,mass,29,42.24,226,0
C008258,mass,49,77.74,230,0
C008259,mass,38,51.57,79,1
C008260,mass,36,38.61,213,1
C008261,mass,64,1.3,7,0
C008262,mass,21,96.62,237,0
C008263,mass,50,93.82,66,0
C008264,mass,63,23.18,80,0
C008265,affluent,53,75.32,60,0
C008266,affluent,30,55.45,71,0
C008267,mass,51,31.8,148,1
C008268,mass,32,14.35,52,1
C008269,business,33,93.25,139,0
C008270,mass,63,17.51,162,0
C008271,mass,55,65.62,51,1
C008272,affluent,28,57.78,43,0
C008273,affluent,39,31.35,115,0
C008274,mass,55,3.64,175,0
C008275,mass,33,55.78,182,0
C008276,mass,47,38.92,111,0
C008277,mass,28,84.15,135,0
C008278,mass,22,89.42,200,0
C008279,business,38,56.42,210,0
C008280,business,59,46.11,75,0
C008281,affluent,29,52.8,131,0
C008282,mass,62,75.62,171,0
C008283,mass,61,81.89,181,0
C008284,mass,42,24.24,43,0
C008285,private,57,93.34,144,0
C008286,mass,32,22.33,222,0
C008287,mass,50,41.5,88,0
C008288,mass,46,49.33,152,0
C008289,mass,60,55.87,156,0
C008290,mass,32,5.91,40,1
C008291,mass,46,31.96,113,0
C008292,mass,57,75.24,48,0
C008293,mass,31,41.76,97,0
C008294,mass,25,59.46,165,0
C008295,mass,48,66.24,45,0
C008296,mass,47,6.41,237,0
C008297,mass,44,47.66,67,0
C008298,affluent,47,31.64,116,0
C008299,mass,46,71.92,207,0
C008300,mass,51,53.18,220,0
C008301,mass,59,84.36,155,0
C008302,mass,25,81.64,94,1
C008303,business,31,81.89,81,0
C008304,affluent,43,78.73,140,0
C008305,private,64,42.78,189,0
C008306,mass,59,36.83,170,0
C008307,mass,52,0.92,156,0
C008308,mass,31,99.25,221,0
C008309,mass,38,70.25,46,0
C008310,affluent,55,5.16,236,0
C008311,mass,40,37.68,177,0
C008312,mass,52,57.81,63,0
C008313,mass,41,13.84,197,0
C008314,mass,22,31.68,226,1
C008315,private,68,93.86,164,0
C008316,mass,52,0.76,164,0
C008317,mass,35,99.54,190,0
C008318,private,40,37.75,171,0
C008319,mass,28,71.53,177,0
C008320,mass,55,93.55,189,0
C008321,mass,29,95.27,56,0
C008322,mass,61,55.65,167,1
C008323,business,53,75.21,178,0
C008324,mass,54,99.09,49,0
C008325,business,34,17.89,147,0
C008326,business,36,93.32,180,1
C008327,mass,62,0.1,196,0
C008328,business,47,24.07,149,0
C008329,mass,50,36.05,88,0
C008330,mass,52,61.29,82,1
C008331,mass,33,8.55,197,0
C008332,mass,40,40.23,8,0
C008333,mass,50,15.07,122,0
C008334,mass,57,0.91,115,0
C008335,mass,42,36.03,26,0
C008336,mass,55,71.38,168,0
C008337,mass,65,79.38,16,0
C008338,mass,52,40.78,138,0
C008339,mass,58,21.03,113,0
C008340,mass,51,82.4,138,0
C008341,mass,28,85.1,140,1
C008342,mass,59,63.99,102,0
C008343,mass,31,39.29,20,0
C008344,mass,53,29.35,11,0
C008345,mass,43,96.74,39,0
C008346,mass,31,70.1,104,1
C008347,mass,36,78.29,171,1
C008348,mass,58,9.03,207,0
C008349,business,39,85.84,175,0
C008350,mass,21,71.33,177,0
C008351,mass,42,43.15,193,0
C008352,business,48,83.71,79,0
C008353,mass,52,63.57,117,0
C008354,mass,42,15.23,230,0
C008355,mass,24,63.39,131,1
C008356,mass,20,38.26,199,0
C008357,mass,60,79.04,47,1
C008358,private,53,41.88,5,0
C008359,mass,57,66.01,52,0
C008360,mass,24,90.9,185,0
C008361,mass,37,27.75,7,0
C008362,mass,52,54.43,82,0
C008363,business,39,84.84,38,0
C008364,business,28,87.49,234,0
C008365,affluent,41,77.42,147,0
C008366,mass,34,84.71,4,0
C008367,mass,59,92.5,176,0
C008368,mass,51,37.49,44,0
C008369,mass,40,63.87,192,0
C008370,mass,46,9.43,139,0
C008371,mass,60,19.92,32,0
C008372,mass,47,57.49,82,1
C008373,mass,22,17.07,236,0
C008374,affluent,38,29.27,195,0
C008375,mass,29,50.76,172,0
C008376,business,36,4.76,151,1
C008377,private,43,11.07,113,0
C008378,private,42,97.22,41,0
C008379,mass,39,96.49,218,0
C008380,mass,65,22.8,183,1
C008381,mass,56,6.34,228,0
C008382,mass,33,81.83,177,0
C008383,affluent,38,48.63,154,0
C008384,mass,33,56.12,130,0
C008385,business,39,48.18,101,0
C008386,mass,55,59.19,40,0
C008387,affluent,50,73.74,5,0
C008388,mass,51,41.09,66,0
C008389,affluent,54,65.54,213,0
C008390,mass,50,31.93,6,0
C008391,mass,35,93.74,131,1
C008392,private,56,58.46,215,0
C008393,mass,31,46.66,44,0
C008394,mass,48,25.31,66,0
C008395,mass,54,10.72,19,0
C008396,mass,34,85.41,3,0
C008397,mass,40,39.45,174,0
C008398,private,68,39.61,173,0
C008399,business,55,29.38,72,0
C008400,mass,18,44.25,57,0
C008401,mass,36,85.12,204,0
C008402,mass,18,55.83,140,1
C008403,mass,56,21.07,164,0
C008404,mass,26,79.05,174,0
C008405,business,25,30.61,149,0
C008406,mass,43,1.82,102,0
C008407,mass,48,97.43,96,0
C008408,mass,44,56.06,144,0
C008409,business,31,42.74,103,0
C008410,mass,38,14.95,214,1
C008411,mass,39,24.41,99,1
C008412,private,67,23.0,157,0
C008413,mass,57,76.29,92,0
C008414,mass,65,69.82,218,0
C008415,mass,52,98.17,49,0
C008416,mass,47,87.97,75,0
C008417,affluent,33,25.4,208,1
C008418,mass,37,45.53,85,0
C008419,mass,61,86.94,116,0
C008420,private,72,95.28,11,1
C008421,mass,52,6.79,80,0
C008422,mass,39,57.5,116,0
C008423,mass,20,66.33,198,0
C008424,affluent,58,20.56,230,1
C008425,mass,64,58.06,237,0
C008426,mass,19,29.33,29,0
C008427,affluent,48,42.93,164,0
C008428,mass,48,85.55,234,0
C008429,mass,61,50.29,204,1
C008430,mass,22,67.74,109,0
C008431,business,31,38.72,130,0
C008432,mass,33,30.82,18,0
C008433,mass,39,43.97,143,0
C008434,business,32,94.09,99,0
C008435,mass,28,54.92,18,0
C008436,mass,55,84.01,43,0
C008437,affluent,67,64.13,137,0
C008438,mass,28,25.83,173,0
C008439,mass,43,2.58,136,0
C008440,mass,40,67.74,144,0
C008441,affluent,40,46.52,59,0
C008442,mass,31,45.57,107,0
C008443,mass,41,56.55,127,0
C008444,mass,45,75.14,214,0
C008445,mass,24,27.1,79,0
C008446,mass,64,27.17,201,1
C008447,mass,27,23.84,221,0
C008448,business,52,31.23,199,1
C008449,mass,56,48.63,150,0
C008450,mass,29,73.3,129,0
C008451,affluent,47,15.39,237,0
C008452,mass,55,71.12,148,0
C008453,affluent,51,11.49,219,0
C008454,mass,62,19.49,106,0
C008455,mass,38,99.18,115,0
C008456,affluent,57,83.63,180,0
C008457,business,40,95.47,124,0
C008458,business,45,18.75,151,0
C008459,affluent,69,71.39,15,0
C008460,affluent,59,45.96,143,0
C008461,mass,18,76.79,28,0
C008462,mass,62,2.0,16,0
C008463,business,49,95.41,16,0
C008464,mass,24,40.9,102,0
C008465,affluent,37,48.03,1,0
C008466,mass,46,57.57,181,0
C008467,affluent,56,43.0,190,0
C008468,business,43,17.84,179,1
C008469,mass,56,91.68,177,0
C008470,mass,58,10.07,233,0
C008471,affluent,36,93.29,43,0
C008472,affluent,37,73.82,80,0
C008473,mass,58,98.4,60,1
C008474,mass,37,99.56,70,0
C008475,private,61,5.42,73,0
C008476,mass,50,15.76,168,0
C008477,mass,57,2.14,178,0
C008478,business,47,3.28,209,0
C008479,mass,33,25.74,180,0
C008480,mass,32,9.36,35,0
C008481,mass,21,81.55,183,0
C008482,mass,43,97.01,74,0
C008483,affluent,68,17.88,41,0
C008484,mass,62,86.24,145,0
C008485,mass,62,16.67,129,0
C008486,affluent,57,55.01,4,0
C008487,mass,33,97.6,133,0
C008488,mass,32,18.68,58,0
C008489,mass,53,75.72,234,0
C008490,affluent,50,33.22,96,0
C008491,mass,25,3.02,3,1
C008492,business,48,98.18,3,0
C008493,mass,57,94.63,10,0
C008494,mass,35,28.93,33,0
C008495,affluent,65,58.25,218,0
C008496,business,52,65.58,239,0
C008497,business,63,15.05,103,0
C008498,mass,20,38.29,48,0
C008499,mass,41,8.74,205,0
C008500,affluent,56,69.48,93,0
C008501,mass,48,87.75,65,0
C008502,mass,29,45.43,51,0
C008503,mass,39,53.0,6,0
C008504,affluent,59,42.31,41,0
C008505,mass,44,76.33,102,0
C008506,mass,38,14.87,180,0
C008507,affluent,49,24.83,208,0
C008508,mass,34,90.29,199,0
C008509,mass,50,9.48,1,0
C008510,mass,24,16.78,185,0
C008511,mass,52,27.25,199,0
C008512,affluent,70,25.11,115,0
C008513,affluent,63,66.6,235,0
C008514,private,42,80.95,229,0
C008515,mass,56,24.97,187,1
C008516,mass,38,51.5,207,0
C008517,mass,39,85.28,233,0
C008518,business,32,26.78,50,1
C008519,mass,19,33.99,9,0
C008520,mass,62,72.17,13,0
C008521,mass,63,22.14,165,0
C008522,mass,45,81.04,152,0
C008523,mass,24,77.79,18,0
C008524,mass,54,30.35,6,0
C008525,private,39,16.08,226,0
C008526,mass,46,82.95,199,0
C008527,mass,27,70.57,186,0
C008528,affluent,40,39.65,41,0
C008529,mass,35,62.19,211,0
C008530,mass,55,90.15,186,0
C008531,mass,29,38.88,221,1
C008532,mass,32,7.9,216,1
C008533,mass,44,96.86,91,0
C008534,mass,25,75.9,101,0
C008535,mass,50,63.17,55,0
C008536,mass,57,34.54,15,0
C008537,mass,54,67.54,102,0
C008538,mass,35,35.17,136,1
C008539,mass,63,93.21,225,0
C008540,mass,26,76.89,217,0
C008541,mass,27,99.32,229,0
C008542,affluent,59,38.55,25,0
C008543,business,38,66.95,146,0
C008544,mass,41,49.0,83,0
C008545,mass,65,1.33,83,1
C008546,private,50,31.23,10,0
C008547,mass,58,81.56,72,0
C008548,affluent,58,51.5,91,0
C008549,mass,25,58.95,4,0
C008550,mass,42,61.32,46,0
C008551,mass,44,81.02,118,0
C008552,mass,33,41.43,61,0
C008553,mass,39,23.07,66,0
C008554,mass,65,60.73,193,0
C008555,business,65,99.01,214,0
C008556,mass,20,16.1,201,0
C008557,business,33,89.4,5,0
C008558,mass,23,67.79,7,0
C008559,mass,41,86.75,5,0
C008560,mass,54,28.63,117,0
C008561,mass,31,27.76,226,0
C008562,affluent,43,62.13,8,0
C008563,affluent,43,73.6,32,0
C008564,affluent,70,74.84,120,0
C008565,private,62,42.2,125,0
C008566,business,55,64.59,35,0
C008567,affluent,34,7.95,224,0
C008568,mass,32,50.93,64,1
C008569,affluent,39,39.43,203,0
C008570,mass,48,71.16,202,0
C008571,mass,32,18.84,239,0
C008572,affluent,36,32.45,152,0
C008573,mass,26,26.37,93,0
C008574,private,63,77.0,117,0
C008575,mass,61,33.91,43,0
C008576,business,58,52.55,89,0
C008577,mass,36,52.63,111,1
C008578,business,49,18.96,59,0
C008579,mass,52,48.92,214,0
C008580,mass,19,75.81,204,0
C008581,affluent,68,69.19,151,0
C008582,affluent,70,50.3,153,0
C008583,mass,21,88.05,148,0
C008584,affluent,43,68.25,46,0
C008585,mass,59,63.9,39,0
C008586,business,44,40.73,219,0
C008587,mass,59,47.42,75,0
C008588,mass,59,45.23,171,0
C008589,affluent,64,51.68,112,0
C008590,mass,23,87.31,223,0
C008591,mass,36,78.03,84,0
C008592,business,29,11.48,144,0
C008593,mass,32,95.29,86,0
C008594,business,64,28.08,55,1
C008595,mass,26,40.1,51,0
C008596,mass,42,88.33,91,0
C008597,mass,57,87.79,174,0
C008598,mass,48,55.4,162,1
C008599,mass,26,2.03,141,0
C008600,affluent,29,9.74,66,0
C008601,mass,60,41.62,15,0
C008602,mass,38,48.84,151,0
C008603,mass,55,76.72,195,0
C008604,mass,46,9.82,179,0
C008605,affluent,28,66.38,3,0
C008606,mass,40,51.48,124,0
C008607,business,36,48.38,173,0
C008608,private,72,95.86,109,0
C008609,mass,57,29.74,133,0
C008610,mass,40,11.5,32,1
C008611,mass,39,6.39,168,0
C008612,mass,31,75.89,61,0
C008613,mass,47,37.31,115,0
C008614,affluent,41,25.07,185,0
C008615,affluent,49,53.2,124,0
C008616,mass,22,0.91,182,0
C008617,mass,23,25.68,121,0
C008618,business,65,18.23,131,1
C008619,mass,23,94.04,148,0
C008620,mass,34,99.64,101,0
C008621,private,73,76.29,214,0
C008622,affluent,33,45.95,193,0
C008623,business,39,36.83,109,0
C008624,mass,65,5.04,40,0
C008625,mass,54,37.17,37,0
C008626,private,63,72.76,228,0
C008627,mass,64,1.05,144,0
C008628,affluent,70,49.92,134,0
C008629,affluent,47,81.17,216,0
C008630,mass,44,74.92,19,0
C008631,mass,34,60.94,164,0
C008632,affluent,53,67.02,61,0
C008633,mass,29,86.06,235,0
C008634,mass,37,25.57,149,0
C008635,private,55,6.36,155,1
C008636,affluent,53,21.77,5,0
C008637,mass,42,14.51,237,0
C008638,mass,40,67.88,100,0
C008639,mass,47,87.01,208,0
C008640,affluent,47,83.93,129,0
C008641,mass,59,36.39,222,0
C008642,private,65,74.86,172,0
C008643,mass,41,93.1,124,0
C008644,business,63,31.69,192,0
C008645,mass,48,69.7,86,0
C008646,mass,55,71.42,10,0
C008647,mass,62,58.78,155,0
C008648,mass,24,32.57,181,0
C008649,mass,48,0.95,169,0
C008650,mass,62,82.54,55,0
C008651,business,61,19.5,209,0
C008652,mass,22,24.97,195,1
C008653,mass,22,35.97,124,0
C008654,mass,56,99.08,135,0
C008655,mass,59,37.44,185,0
C008656,mass,23,47.29,171,0
C008657,business,60,60.0,40,0
C008658,mass,26,69.08,83,0
C008659,mass,45,19.5,201,0
C008660,affluent,63,77.83,183,0
C008661,mass,33,35.68,37,0
C008662,mass,57,49.79,96,0
C008663,affluent,66,64.89,77,0
C008664,mass,51,66.42,218,0
C008665,affluent,45,67.59,83,0
C008666,mass,51,24.54,195,0
C008667,mass,53,94.92,186,0
C008668,affluent,31,93.46,123,0
C008669,mass,40,75.02,192,0
C008670,affluent,69,1.2,136,0
C008671,mass,59,55.61,175,1
C008672,affluent,59,80.37,67,0
C008673,mass,55,21.21,137,0
C008674,affluent,55,37.69,213,0
C008675,mass,42,76.28,63,0
C008676,business,53,44.27,191,0
C008677,mass,30,95.27,148,0
C008678,private,62,91.99,44,0
C008679,mass,22,34.49,47,0
C008680,mass,53,88.61,128,0
C008681,mass,21,32.31,43,0
C008682,mass,38,90.83,1,0
C008683,mass,44,2.64,123,0
C008684,private,62,16.38,20,0
C008685,mass,49,45.09,105,0
C008686,mass,65,93.58,149,0
C008687,mass,46,75.14,125,0
C008688,business,52,36.48,158,0
C008689,mass,40,52.4,207,0
C008690,mass,61,68.0,232,0
C008691,affluent,35,24.47,205,0
C008692,mass,34,26.39,203,0
C008693,affluent,32,91.88,63,0
C008694,affluent,49,47.89,123,0
C008695,mass,46,64.02,21,0
C008696,mass,50,45.51,95,0
C008697,mass,57,8.14,141,0
C008698,affluent,58,33.21,127,0
C008699,mass,32,12.68,48,0
C008700,affluent,29,91.81,83,1
C008701,mass,40,73.94,113,0
C008702,mass,41,28.44,83,0
C008703,affluent,42,27.72,237,1
C008704,mass,60,73.94,121,0
C008705,mass,57,23.43,227,0
C008706,business,51,33.62,52,0
C008707,mass,63,36.84,121,0
C008708,mass,55,67.05,6,0
C008709,mass,28,50.38,187,0
C008710,affluent,28,52.53,144,0
C008711,mass,58,47.07,167,0
C008712,private,65,98.42,120,0
C008713,private,38,58.8,121,0
C008714,mass,50,72.47,223,0
C008715,mass,19,56.92,169,0
C008716,mass,38,92.99,3,0
C008717,affluent,69,29.23,94,0
C008718,affluent,36,60.06,41,0
C008719,business,26,68.63,5,0
C008720,business,36,68.97,38,0
C008721,mass,51,15.83,75,0
C008722,mass,57,30.43,21,1
C008723,affluent,35,6.77,114,0
C008724,mass,64,94.56,114,0
C008725,mass,38,55.36,184,0
C008726,private,70,46.04,9,0
C008727,business,44,0.71,85,0
C008728,affluent,63,80.64,94,0
C008729,mass,57,62.67,37,0
C008730,mass,57,94.56,9,0
C008731,affluent,29,34.92,205,0
C008732,mass,56,41.54,47,1
C008733,mass,24,31.76,141,0
C008734,mass,19,82.79,47,0
C008735,mass,39,22.44,146,0
C008736,private,44,11.16,186,0
C008737,mass,32,47.31,123,0
C008738,mass,45,68.85,145,0
C008739,mass,41,53.07,9,0
C008740,mass,50,20.42,221,0
C008741,mass,51,92.89,109,0
C008742,mass,43,42.56,171,0
C008743,mass,48,48.07,240,0
C008744,mass,33,73.5,193,0
C008745,affluent,28,31.85,191,0
C008746,affluent,56,48.14,169,0
C008747,mass,36,3.91,85,0
C008748,affluent,62,65.1,189,0
C008749,mass,58,54.06,82,1
C008750,affluent,37,21.12,125,0
C008751,mass,48,62.93,12,0
C008752,mass,25,1.64,74,0
C008753,mass,47,73.51,240,1
C008754,affluent,35,40.61,4,0
C008755,mass,61,82.21,23,1
C008756,mass,42,96.92,23,0
C008757,mass,63,27.55,170,0
C008758,affluent,30,87.17,80,1
C008759,mass,59,55.37,36,0
C008760,mass,43,87.41,147,0
C008761,mass,59,38.44,156,1
C008762,affluent,49,43.71,90,0
C008763,affluent,69,82.44,11,0
C008764,business,50,21.12,56,0
C008765,mass,28,30.44,84,0
C008766,affluent,34,48.45,135,0
C008767,affluent,32,78.23,198,0
C008768,mass,29,26.06,166,0
C008769,mass,58,82.98,105,0
C008770,mass,56,3.52,11,0
C008771,affluent,41,59.17,182,0
C008772,mass,64,55.01,195,0
C008773,mass,49,63.2,216,0
C008774,mass,61,57.54,29,0
C008775,affluent,65,50.2,115,1
C008776,mass,18,95.24,129,0
C008777,business,51,95.92,234,0
C008778,mass,19,22.98,161,0
C008779,mass,24,67.94,141,0
C008780,mass,42,25.24,67,1
C008781,business,34,36.97,60,0
C008782,mass,32,42.17,33,0
C008783,mass,46,39.47,198,0
C008784,private,72,35.47,128,0
C008785,affluent,47,48.83,94,0
C008786,mass,54,64.76,158,1
C008787,affluent,42,65.2,23,0
C008788,affluent,34,93.28,10,0
C008789,private,40,26.51,233,0
C008790,affluent,54,33.3,218,0
C008791,mass,41,18.54,67,0
C008792,mass,60,50.02,163,0
C008793,mass,44,73.85,74,0
C008794,affluent,33,65.99,215,0
C008795,mass,32,93.2,210,0
C008796,mass,56,50.6,213,1
C008797,mass,30,81.06,207,1
C008798,mass,43,93.09,189,0
C008799,mass,48,67.01,1,0
C008800,affluent,70,67.59,80,0
C008801,mass,35,0.34,44,0
C008802,mass,40,19.13,40,0
C008803,mass,23,55.7,37,0
C008804,affluent,37,83.11,54,0
C008805,mass,62,36.01,19,0
C008806,affluent,50,27.32,34,0
C008807,private,44,86.63,87,0
C008808,mass,52,50.33,16,0
C008809,mass,51,92.27,179,0
C008810,mass,22,15.13,49,0
C008811,mass,60,18.43,159,1
C008812,mass,24,73.33,64,0
C008813,mass,46,24.75,40,0
C008814,private,63,91.59,110,0
C008815,mass,57,33.57,130,0
C008816,affluent,65,63.46,75,0
C008817,affluent,56,64.02,118,0
C008818,affluent,37,97.56,75,0
C008819,mass,22,20.13,126,0
C008820,mass,28,98.82,213,0
C008821,affluent,54,50.46,182,0
C008822,affluent,28,90.98,85,0
C008823,mass,46,64.62,54,0
C008824,affluent,32,39.68,231,1
C008825,affluent,34,48.37,153,0
C008826,mass,20,91.51,142,0
C008827,affluent,40,10.18,82,0
C008828,affluent,34,51.21,27,0
C008829,mass,18,15.75,109,0
C008830,mass,25,87.13,57,1
C008831,mass,65,91.44,165,0
C008832,private,39,11.03,71,0
C008833,affluent,43,56.34,140,0
C008834,business,40,26.01,23,0
C008835,private,40,2.15,97,0
C008836,affluent,54,84.6,61,1
C008837,affluent,46,39.72,37,0
C008838,mass,29,80.97,80,0
C008839,private,75,60.51,38,0
C008840,business,31,63.83,141,0
C008841,business,52,96.17,26,0
C008842,business,46,4.31,107,0
C008843,mass,36,3.32,83,1
C008844,private,72,49.64,167,0
C008845,mass,57,88.43,17,0
C008846,mass,48,64.26,48,0
C008847,private,60,41.84,96,0
C008848,mass,44,55.23,196,0
C008849,mass,61,93.29,30,0
C008850,mass,32,47.1,51,0
C008851,mass,47,8.28,72,0
C008852,affluent,40,61.91,155,0
C008853,private,38,34.13,203,0
C008854,affluent,53,79.61,124,0
C008855,mass,59,93.57,127,0
C008856,mass,59,44.89,134,0
C008857,affluent,67,17.18,60,0
C008858,mass,25,88.98,45,0
C008859,mass,31,17.29,148,0
C008860,mass,38,25.59,29,0
C008861,mass,61,24.88,176,0
C008862,business,56,77.09,95,0
C008863,mass,50,53.7,202,0
C008864,mass,47,54.61,15,0
C008865,mass,54,17.37,70,0
C008866,affluent,54,98.7,214,0
C008867,mass,40,35.95,164,0
C008868,mass,35,83.16,87,0
C008869,mass,41,3.87,224,0
C008870,affluent,30,61.71,14,0
C008871,affluent,37,9.5,225,0
C008872,mass,41,99.14,181,0
C008873,mass,31,23.65,207,0
C008874,affluent,65,42.05,5,0
C008875,mass,43,3.1,227,1
C008876,mass,31,32.69,2,0
C008877,affluent,39,80.95,99,0
C008878,mass,22,98.97,191,0
C008879,mass,43,83.79,59,0
C008880,mass,36,5.25,141,0
C008881,business,25,6.38,22,0
C008882,affluent,65,29.51,120,0
C008883,business,46,76.24,155,0
C008884,affluent,29,55.41,154,0
C008885,private,56,41.31,113,1
C008886,affluent,50,15.73,107,0
C008887,business,48,8.7,205,0
C008888,mass,34,10.94,167,0
C008889,business,36,80.63,135,0
C008890,affluent,34,5.43,107,0
C008891,mass,28,29.49,43,0
C008892,business,53,44.03,74,0
C008893,mass,20,36.72,22,0
C008894,mass,26,71.34,222,0
C008895,affluent,59,69.41,174,0
C008896,affluent,35,31.59,119,0
C008897,business,58,59.48,183,0
C008898,mass,53,86.19,26,0
C008899,mass,25,9.36,67,1
C008900,mass,28,29.28,207,0
C008901,mass,37,96.62,113,0
C008902,mass,31,44.37,237,0
C008903,affluent,44,9.24,229,0
C008904,business,50,59.71,80,0
C008905,business,28,54.27,122,0
C008906,affluent,44,0.74,32,1
C008907,mass,49,40.33,233,0
C008908,mass,24,20.63,225,1
C008909,mass,26,45.19,137,1
C008910,mass,51,63.15,167,1
C008911,mass,33,96.48,121,0
C008912,mass,45,25.95,8,0
C008913,mass,59,92.99,234,1
C008914,mass,43,72.28,182,0
C008915,private,44,85.18,20,0
C008916,mass,31,27.12,177,0
C008917,mass,63,98.67,18,0
C008918,affluent,58,31.71,75,0
C008919,affluent,37,27.48,193,0
C008920,mass,21,64.42,230,0
C008921,business,29,79.66,109,0
C008922,business,28,22.43,207,0
C008923,business,47,9.78,180,0
C008924,mass,35,91.93,109,0
C008925,mass,49,28.66,66,0
C008926,mass,32,9.85,111,0
C008927,affluent,48,0.95,9,0
C008928,affluent,46,10.34,177,0
C008929,private,41,93.13,165,0
C008930,affluent,43,63.27,194,0
C008931,affluent,62,59.86,176,0
C008932,mass,45,57.66,176,0
C008933,affluent,52,5.35,143,0
C008934,affluent,28,27.43,179,0
C008935,affluent,45,63.87,126,0
C008936,mass,33,26.75,58,0
C008937,mass,59,85.66,121,0
C008938,mass,48,3.44,171,0
C008939,mass,27,83.61,93,0
C008940,affluent,58,79.7,82,1
C008941,mass,54,21.43,5,0
C008942,mass,51,32.75,102,0
C008943,mass,35,64.43,189,0
C008944,mass,19,32.76,202,0
C008945,affluent,66,35.01,236,0
C008946,mass,51,26.69,187,0
C008947,mass,21,39.67,53,0
C008948,affluent,68,89.17,74,0
C008949,mass,24,9.04,89,0
C008950,private,75,82.92,203,1
C008951,mass,50,64.61,229,0
C008952,mass,52,99.69,191,0
C008953,affluent,40,8.9,32,0
C008954,mass,25,46.03,150,0
C008955,mass,53,14.85,212,0
C008956,private,40,18.54,100,0
C008957,mass,18,82.46,182,0
C008958,affluent,50,94.29,229,0
C008959,mass,62,46.05,30,0
C008960,business,37,27.93,45,0
C008961,mass,30,14.4,81,0
C008962,affluent,59,86.29,47,0
C008963,business,44,72.24,4,0
C008964,mass,46,59.39,230,0
C008965,mass,59,50.82,17,1
C008966,mass,27,34.24,221,0
C008967,affluent,36,66.31,217,0
C008968,affluent,69,80.67,1,0
C008969,private,57,68.91,190,0
C008970,affluent,66,80.07,181,0
C008971,mass,60,78.37,126,0
C008972,mass,47,14.9,134,0
C008973,affluent,32,12.77,39,0
C008974,mass,24,65.97,163,0
C008975,mass,21,10.69,122,0
C008976,mass,61,4.44,223,0
C008977,mass,35,95.47,214,0
C008978,affluent,34,17.05,36,0
C008979,affluent,42,85.61,233,0
C008980,mass,33,52.37,83,0
C008981,private,65,5.92,197,0
C008982,affluent,47,20.72,213,0
C008983,affluent,28,98.4,91,0
C008984,mass,51,20.51,159,0
C008985,mass,25,42.43,190,0
C008986,mass,59,5.41,2,0
C008987,mass,31,44.64,96,0
C008988,mass,46,84.25,78,0
C008989,mass,53,78.67,206,0
C008990,mass,46,63.79,167,1
C008991,mass,32,54.37,25,0
C008992,mass,21,67.11,148,0
C008993,mass,41,31.32,8,0
C008994,mass,18,1.55,234,0
C008995,mass,59,94.33,133,0
C008996,mass,34,55.18,26,0
C008997,affluent,29,66.77,208,0
C008998,mass,32,51.75,83,0
C008999,mass,64,91.07,72,0
C009000,mass,53,76.38,88,0
C009001,mass,32,46.45,96,0
C009002,mass,38,88.43,207,0
C009003,business,27,44.62,5,0
C009004,mass,49,6.09,228,0
C009005,affluent,42,9.06,147,0
C009006,affluent,55,69.7,27,1
C009007,business,46,74.36,7,0
C009008,mass,64,11.41,49,0
C009009,mass,49,49.29,20,1
C009010,business,38,48.56,162,1
C009011,affluent,34,81.08,149,1
C009012,mass,18,28.68,236,1
C009013,mass,48,14.39,25,0
C009014,mass,46,97.38,77,0
C009015,mass,35,93.17,63,0
C009016,mass,38,6.06,109,0
C009017,business,61,66.06,7,0
C009018,mass,42,80.71,113,0
C009019,mass,19,81.44,41,1
C009020,business,27,62.14,123,0
C009021,mass,56,2.27,60,0
C009022,mass,38,1.12,138,0
C009023,mass,44,53.96,205,0
C009024,business,42,32.18,84,0
C009025,business,59,77.98,212,0
C009026,affluent,39,3.36,81,0
C009027,mass,58,36.16,22,0
C009028,business,45,41.98,205,0
C009029,business,36,4.85,187,1
C009030,mass,38,60.14,153,0
C009031,affluent,29,7.16,227,1
C009032,mass,37,87.31,90,0
C009033,affluent,52,63.01,5,0
C009034,mass,35,95.34,92,0
C009035,mass,21,1.36,228,0
C009036,mass,63,41.23,218,1
C009037,mass,42,52.84,55,0
C009038,mass,46,35.1,93,0
C009039,mass,53,58.1,37,0
C009040,private,43,31.63,109,0
C009041,mass,51,3.95,121,0
C009042,mass,23,98.77,29,0
C009043,mass,42,35.29,175,0
C009044,affluent,35,36.81,85,1
C009045,mass,24,33.82,6,0
C009046,mass,22,77.59,66,0
